competitionId,goalsHomeTeam,placeId,awayTeamId,goalsAwayTeam,status,homeTeamId,date
373,3,NULL,821,1,FINISHED,784,1982-07-10T22:00:00Z
372,1,NULL,784,1,FINISHED,817,1986-05-30T22:00:00Z
372,0,NULL,764,1,FINISHED,760,1986-05-31T22:00:00Z
372,0,NULL,773,1,FINISHED,828,1986-05-31T22:00:00Z
372,6,NULL,827,0,FINISHED,823,1986-06-01T22:00:00Z
372,3,NULL,772,1,FINISHED,762,1986-06-01T22:00:00Z
372,0,NULL,794,0,FINISHED,815,1986-06-01T22:00:00Z
372,1,NULL,829,1,FINISHED,778,1986-06-02T22:00:00Z
372,1,NULL,770,0,FINISHED,765,1986-06-02T22:00:00Z
372,1,NULL,769,2,FINISHED,805,1986-06-02T22:00:00Z
372,1,NULL,821,1,FINISHED,758,1986-06-03T22:00:00Z
372,0,NULL,782,1,FINISHED,814,1986-06-03T22:00:00Z
372,1,NULL,826,0,FINISHED,761,1986-06-03T22:00:00Z
372,1,NULL,823,1,FINISHED,773,1986-06-04T22:00:00Z
372,1,NULL,762,1,FINISHED,784,1986-06-04T22:00:00Z
372,1,NULL,817,1,FINISHED,772,1986-06-04T22:00:00Z
372,1,NULL,778,0,FINISHED,764,1986-06-05T22:00:00Z
372,0,NULL,815,0,FINISHED,770,1986-06-05T22:00:00Z
372,2,NULL,828,0,FINISHED,827,1986-06-05T22:00:00Z
372,1,NULL,760,2,FINISHED,829,1986-06-06T22:00:00Z
372,1,NULL,761,1,FINISHED,769,1986-06-06T22:00:00Z
372,1,NULL,765,0,FINISHED,794,1986-06-06T22:00:00Z
372,6,NULL,758,1,FINISHED,782,1986-06-07T22:00:00Z
372,2,NULL,814,1,FINISHED,821,1986-06-07T22:00:00Z
372,1,NULL,805,2,FINISHED,826,1986-06-07T22:00:00Z
372,2,NULL,828,0,FINISHED,823,1986-06-08T22:00:00Z
372,0,NULL,773,3,FINISHED,827,1986-06-08T22:00:00Z
372,2,NULL,784,3,FINISHED,772,1986-06-09T22:00:00Z
372,2,NULL,817,0,FINISHED,762,1986-06-09T22:00:00Z
372,1,NULL,815,3,FINISHED,765,1986-06-10T22:00:00Z
372,3,NULL,794,0,FINISHED,770,1986-06-10T22:00:00Z
372,2,NULL,805,2,FINISHED,761,1986-06-10T22:00:00Z
