match_fifa_id,datetime,matchnum,group_name,stadium,city,teams_info,status,score_text,reasonwin,teamHomeId,urlHome,teamHome,shortHomeTeam,teamAwayId,urlAway,teamAway,shortAwayTeam,goalsHomeTeam,goalsAwayTeam,extraTimeHomeGoals,extraTimeAwayGoals,penaltyShootoutHomeGoals,penaltyShootoutAwayGoals,tournament,date,time
300186514,2014-06-20T16:00Z,Match 25,Group E,Arena Fonte Nova,Salvador,,Full-time,2-5,,43971,img.fifa.com/images/flags/4/sui.png,Switzerland,SUI,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,2,5,,,,,brazil2014,2014-06-20 00:00:00,16:00
300186463,2014-06-20T19:00Z,Match 26,Group E,Arena da Baixada,Curitiba,,Full-time,1-2,,43909,img.fifa.com/images/flags/4/hon.png,Honduras,HON,43927,img.fifa.com/images/flags/4/ecu.png,Ecuador,ECU,1,2,,,,,brazil2014,2014-06-20 00:00:00,19:00
300186466,2014-06-21T13:00Z,Match 27,Group F,Estadio Mineirao,Belo Horizonte,,Full-time,1-0,,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,43817,img.fifa.com/images/flags/4/irn.png,IR Iran,IRN,1,0,,,,,brazil2014,2014-06-21 00:00:00,13:00
300186493,2014-06-21T16:00Z,Match 29,Group G,Estadio Castelao,Fortaleza,,Full-time,2-2,,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,43860,img.fifa.com/images/flags/4/gha.png,Ghana,GHA,2,2,,,,,brazil2014,2014-06-21 00:00:00,16:00
300186511,2014-06-21T18:00Z,Match 28,Group F,Arena Pantanal,Cuiaba,,Full-time,1-0,,43876,img.fifa.com/images/flags/4/nga.png,Nigeria,NGA,44037,img.fifa.com/images/flags/4/bih.png,"ags/4/bih.png"" alt=""Bosnia and Herzegovina"" title=""Bosnia and Herzegovina"" class=""BIH i-4-flag flag"" />",BIH,1,0,,,,,brazil2014,2014-06-21 00:00:00,18:00
300186481,2014-06-22T13:00Z,Match 31,Group H,Estadio do Maracana,Rio De Janeiro,,Full-time,1-0,,43935,img.fifa.com/images/flags/4/bel.png,Belgium,BEL,43965,img.fifa.com/images/flags/4/rus.png,Russia,RUS,1,0,,,,,brazil2014,2014-06-22 00:00:00,13:00
300186495,2014-06-22T16:00Z,Match 32,Group H,Estadio Beira-Rio,Porto Alegre,,Full-time,2-4,,43822,img.fifa.com/images/flags/4/kor.png,Korea Republic,KOR,43843,img.fifa.com/images/flags/4/alg.png,Algeria,ALG,2,4,,,,,brazil2014,2014-06-22 00:00:00,16:00
300186483,2014-06-22T18:00Z,Match 30,Group G,Arena Amazonia,Manaus,,Full-time,2-2,,43921,img.fifa.com/images/flags/4/usa.png,USA,USA,43963,img.fifa.com/images/flags/4/por.png,Portugal,POR,2,2,,,,,brazil2014,2014-06-22 00:00:00,18:00
300186467,2014-06-23T13:00Z,Match 35,Group B,Arena da Baixada,Curitiba,,Full-time,0-3,,43976,img.fifa.com/images/flags/4/aus.png,Australia,AUS,43969,img.fifa.com/images/flags/4/esp.png,Spain,ESP,0,3,,,,,brazil2014,2014-06-23 00:00:00,13:00
300186470,2014-06-23T13:00Z,Match 36,Group B,Arena de Sao Paulo,Sao Paulo,,Full-time,2-0,,43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43925,img.fifa.com/images/flags/4/chi.png,Chile,CHI,2,0,,,,,brazil2014,2014-06-23 00:00:00,13:00
300186472,2014-06-23T17:00Z,Match 33,Group A,Estadio Nacional,Brasilia,,Full-time,1-4,,43849,img.fifa.com/images/flags/4/cmr.png,Cameroon,CMR,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,1,4,,,,,brazil2014,2014-06-23 00:00:00,17:00
300186452,2014-06-23T17:00Z,Match 34,Group A,Arena Pernambuco,Recife,,Full-time,1-3,,43938,img.fifa.com/images/flags/4/cro.png,Croatia,CRO,43911,img.fifa.com/images/flags/4/mex.png,Mexico,MEX,1,3,,,,,brazil2014,2014-06-23 00:00:00,17:00
300186465,2014-06-24T13:00Z,Match 39,Group D,Estadio das Dunas,Natal,,Full-time,0-1,,43954,img.fifa.com/images/flags/4/ita.png,Italy,ITA,43930,img.fifa.com/images/flags/4/uru.png,Uruguay,URU,0,1,,,,,brazil2014,2014-06-24 00:00:00,13:00
300186484,2014-06-24T13:00Z,Match 40,Group D,Estadio Mineirao,Belo Horizonte,,Full-time,0-0,,43901,img.fifa.com/images/flags/4/crc.png,Costa Rica,CRC,43942,img.fifa.com/images/flags/4/eng.png,England,ENG,0,0,,,,,brazil2014,2014-06-24 00:00:00,13:00
300186457,2014-06-24T16:00Z,Match 37,Group C,Arena Pantanal,Cuiaba,,Full-time,1-4,,43819,img.fifa.com/images/flags/4/jpn.png,Japan,JPN,43926,img.fifa.com/images/flags/4/col.png,Colombia,COL,1,4,,,,,brazil2014,2014-06-24 00:00:00,16:00
300186455,2014-06-24T17:00Z,Match 38,Group C,Estadio Castelao,Fortaleza,,Full-time,2-1,,43949,img.fifa.com/images/flags/4/gre.png,Greece,GRE,43854,img.fifa.com/images/flags/4/civ.png,C̫te d'Ivoire,CIV,2,1,,,,,brazil2014,2014-06-24 00:00:00,17:00
300186458,2014-06-25T13:00Z,Match 43,Group F,Estadio Beira-Rio,Porto Alegre,,Full-time,2-3,,43876,img.fifa.com/images/flags/4/nga.png,Nigeria,NGA,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,2,3,,,,,brazil2014,2014-06-25 00:00:00,13:00
300186464,2014-06-25T13:00Z,Match 44,Group F,Arena Fonte Nova,Salvador,,Full-time,3-1,,44037,img.fifa.com/images/flags/4/bih.png,IR Iran,IRN,<div clas,,,,3,1,,,,,brazil2014,2014-06-25 00:00:00,13:00
300186482,2014-06-25T16:00Z,Match 41,Group E,Arena Amazonia,Manaus,,Full-time,0-3,,43909,img.fifa.com/images/flags/4/hon.png,Honduras,HON,43971,img.fifa.com/images/flags/4/sui.png,Switzerland,SUI,0,3,,,,,brazil2014,2014-06-25 00:00:00,16:00
300186515,2014-06-25T17:00Z,Match 42,Group E,Estadio do Maracana,Rio De Janeiro,,Full-time,0-0,,43927,img.fifa.com/images/flags/4/ecu.png,Ecuador,ECU,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,0,0,,,,,brazil2014,2014-06-25 00:00:00,17:00
300186469,2014-06-26T13:00Z,Match 45,Group G,Arena Pernambuco,Recife,,Full-time,0-1,,43921,img.fifa.com/images/flags/4/usa.png,USA,USA,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,0,1,,,,,brazil2014,2014-06-26 00:00:00,13:00
300186476,2014-06-26T13:00Z,Match 46,Group G,Estadio Nacional,Brasilia,,Full-time,2-1,,43963,img.fifa.com/images/flags/4/por.png,Portugal,POR,43860,img.fifa.com/images/flags/4/gha.png,Ghana,GHA,2,1,,,,,brazil2014,2014-06-26 00:00:00,13:00
300186480,2014-06-26T17:00Z,Match 47,Group H,Arena de Sao Paulo,Sao Paulo,,Full-time,0-1,,43822,img.fifa.com/images/flags/4/kor.png,Korea Republic,KOR,43935,img.fifa.com/images/flags/4/bel.png,Belgium,BEL,0,1,,,,,brazil2014,2014-06-26 00:00:00,17:00
300186506,2014-06-26T17:00Z,Match 48,Group H,Arena da Baixada,Curitiba,,Full-time,1-1,,43843,img.fifa.com/images/flags/4/alg.png,Algeria,ALG,43965,img.fifa.com/images/flags/4/rus.png,Russia,RUS,1,1,,,,,brazil2014,2014-06-26 00:00:00,17:00
300186487,2014-06-28T13:00Z,Match 49,Round of 16,Estadio Mineirao,Belo Horizonte,,Full-time,1-1,Brazil win on penalties (3 - 2),43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43925,img.fifa.com/images/flags/4/chi.png,Chile,CHI,1,1,,,3,2,brazil2014,2014-06-28 00:00:00,13:00
300186491,2014-06-28T17:00Z,Match 50,Round of 16,Estadio do Maracana,Rio De Janeiro,,Full-time,2-0,,43926,img.fifa.com/images/flags/4/col.png,Colombia,COL,43930,img.fifa.com/images/flags/4/uru.png,Uruguay,URU,2,0,,,,,brazil2014,2014-06-28 00:00:00,17:00
300186462,2014-06-30T13:00Z,Match 53,Round of 16,Estadio Nacional,Brasilia,,Full-time,2-0,,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,43876,img.fifa.com/images/flags/4/nga.png,Nigeria,NGA,2,0,,,,,brazil2014,2014-06-30 00:00:00,13:00
300186460,2014-06-30T17:00Z,Match 54,Round of 16,Estadio Beira-Rio,Porto Alegre,,Full-time,2-1,Germany win after extra time,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,43843,img.fifa.com/images/flags/4/alg.png,Algeria,ALG,2,1,2,1,,,brazil2014,2014-06-30 00:00:00,17:00
300186461,2014-07-04T17:00Z,Match 57,Quarter-finals,Estadio Castelao,Fortaleza,,Full-time,2-1,,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43926,img.fifa.com/images/flags/4/col.png,Colombia,COL,2,1,,,,,brazil2014,2014-07-04 00:00:00,17:00
300186485,2014-07-04T13:00Z,Match 58,Quarter-finals,Estadio do Maracana,Rio De Janeiro,,Full-time,0-1,,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,0,1,,,,,brazil2014,2014-07-04 00:00:00,13:00
300186474,2014-07-08T17:00Z,Match 61,Semi-finals,Estadio Mineirao,Belo Horizonte,,Full-time,1-7,,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,1,7,,,,,brazil2014,2014-07-08 00:00:00,17:00
300186502,2014-07-12T17:00Z,Match 63,Play-off for third place,Estadio Nacional,Brasilia,,Full-time,0-3,,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,0,3,,,,,brazil2014,2014-07-12 00:00:00,17:00
300186501,2014-07-13T16:00Z,Match 64,Final,Estadio do Maracana,Rio De Janeiro,,Full-time,1-0,Germany win after extra time,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,1,0,1,0,,,brazil2014,2014-07-13 00:00:00,16:00
300186490,2014-07-09T17:00Z,Match 62,Semi-finals,Arena de Sao Paulo,Sao Paulo,,Full-time,0-0,Argentina win on penalties (2 - 4),43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,0,0,,,2,4,brazil2014,2014-07-09 00:00:00,17:00
300186488,2014-07-05T17:00Z,Match 59,Quarter-finals,Arena Fonte Nova,Salvador,,Full-time,0-0,Netherlands win on penalties (4 - 3),43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43901,img.fifa.com/images/flags/4/crc.png,Costa Rica,CRC,0,0,,,4,3,brazil2014,2014-07-05 00:00:00,17:00
300186504,2014-07-05T13:00Z,Match 60,Quarter-finals,Estadio Nacional,Brasilia,,Full-time,1-0,,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,43935,img.fifa.com/images/flags/4/bel.png,Belgium,BEL,1,0,,,,,brazil2014,2014-07-05 00:00:00,13:00
300186508,2014-06-29T13:00Z,Match 51,Round of 16,Estadio Castelao,Fortaleza,,Full-time,2-1,,43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43911,img.fifa.com/images/flags/4/mex.png,Mexico,MEX,2,1,,,,,brazil2014,2014-06-29 00:00:00,13:00
300186459,2014-06-29T17:00Z,Match 52,Round of 16,Arena Pernambuco,Recife,,Full-time,1-1,Costa Rica win on penalties (5 - 3),43901,img.fifa.com/images/flags/4/crc.png,Costa Rica,CRC,43949,img.fifa.com/images/flags/4/gre.png,Greece,GRE,1,1,,,5,3,brazil2014,2014-06-29 00:00:00,17:00
300186503,2014-07-01T13:00Z,Match 55,Round of 16,Arena de Sao Paulo,Sao Paulo,,Full-time,1-0,Argentina win after extra time,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,43971,img.fifa.com/images/flags/4/sui.png,Switzerland,SUI,1,0,1,0,,,brazil2014,2014-07-01 00:00:00,13:00
300186497,2014-07-01T17:00Z,Match 56,Round of 16,Arena Fonte Nova,Salvador,,Full-time,2-1,Belgium win after extra time,43935,img.fifa.com/images/flags/4/bel.png,Belgium,BEL,43921,img.fifa.com/images/flags/4/usa.png,USA,USA,2,1,2,1,,,brazil2014,2014-07-01 00:00:00,17:00
300186487,2014-06-28T13:00Z,Match 49,Round of 16,Estadio Mineirao,Belo Horizonte,,Full-time,1-1,Brazil win on penalties (3 - 2),43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43925,img.fifa.com/images/flags/4/chi.png,Chile,CHI,1,1,,,3,2,brazil2014,2014-06-28 00:00:00,13:00
300186491,2014-06-28T17:00Z,Match 50,Round of 16,Estadio do Maracana,Rio De Janeiro,,Full-time,2-0,,43926,img.fifa.com/images/flags/4/col.png,Colombia,COL,43930,img.fifa.com/images/flags/4/uru.png,Uruguay,URU,2,0,,,,,brazil2014,2014-06-28 00:00:00,17:00
300186508,2014-06-29T13:00Z,Match 51,Round of 16,Estadio Castelao,Fortaleza,,Full-time,2-1,,43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43911,img.fifa.com/images/flags/4/mex.png,Mexico,MEX,2,1,,,,,brazil2014,2014-06-29 00:00:00,13:00
300186459,2014-06-29T17:00Z,Match 52,Round of 16,Arena Pernambuco,Recife,,Full-time,1-1,Costa Rica win on penalties (5 - 3),43901,img.fifa.com/images/flags/4/crc.png,Costa Rica,CRC,43949,img.fifa.com/images/flags/4/gre.png,Greece,GRE,1,1,,,5,3,brazil2014,2014-06-29 00:00:00,17:00
300186462,2014-06-30T13:00Z,Match 53,Round of 16,Estadio Nacional,Brasilia,,Full-time,2-0,,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,43876,img.fifa.com/images/flags/4/nga.png,Nigeria,NGA,2,0,,,,,brazil2014,2014-06-30 00:00:00,13:00
300186460,2014-06-30T17:00Z,Match 54,Round of 16,Estadio Beira-Rio,Porto Alegre,,Full-time,2-1,Germany win after extra time,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,43843,img.fifa.com/images/flags/4/alg.png,Algeria,ALG,2,1,2,1,,,brazil2014,2014-06-30 00:00:00,17:00
300186503,2014-07-01T13:00Z,Match 55,Round of 16,Arena de Sao Paulo,Sao Paulo,,Full-time,1-0,Argentina win after extra time,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,43971,img.fifa.com/images/flags/4/sui.png,Switzerland,SUI,1,0,1,0,,,brazil2014,2014-07-01 00:00:00,13:00
300186497,2014-07-01T17:00Z,Match 56,Round of 16,Arena Fonte Nova,Salvador,,Full-time,2-1,Belgium win after extra time,43935,img.fifa.com/images/flags/4/bel.png,Belgium,BEL,43921,img.fifa.com/images/flags/4/usa.png,USA,USA,2,1,2,1,,,brazil2014,2014-07-01 00:00:00,17:00
300186485,2014-07-04T13:00Z,Match 58,Quarter-finals,Estadio do Maracana,Rio De Janeiro,,Full-time,0-1,,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,0,1,,,,,brazil2014,2014-07-04 00:00:00,13:00
300186461,2014-07-04T17:00Z,Match 57,Quarter-finals,Estadio Castelao,Fortaleza,,Full-time,2-1,,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43926,img.fifa.com/images/flags/4/col.png,Colombia,COL,2,1,,,,,brazil2014,2014-07-04 00:00:00,17:00
300186504,2014-07-05T13:00Z,Match 60,Quarter-finals,Estadio Nacional,Brasilia,,Full-time,1-0,,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,43935,img.fifa.com/images/flags/4/bel.png,Belgium,BEL,1,0,,,,,brazil2014,2014-07-05 00:00:00,13:00
300186488,2014-07-05T17:00Z,Match 59,Quarter-finals,Arena Fonte Nova,Salvador,,Full-time,0-0,Netherlands win on penalties (4 - 3),43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43901,img.fifa.com/images/flags/4/crc.png,Costa Rica,CRC,0,0,,,4,3,brazil2014,2014-07-05 00:00:00,17:00
300186474,2014-07-08T17:00Z,Match 61,Semi-finals,Estadio Mineirao,Belo Horizonte,,Full-time,1-7,,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,1,7,,,,,brazil2014,2014-07-08 00:00:00,17:00
300186490,2014-07-09T17:00Z,Match 62,Semi-finals,Arena de Sao Paulo,Sao Paulo,,Full-time,0-0,Argentina win on penalties (2 - 4),43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,0,0,,,2,4,brazil2014,2014-07-09 00:00:00,17:00
300186502,2014-07-12T17:00Z,Match 63,Play-off for third place,Estadio Nacional,Brasilia,,Full-time,0-3,,43924,img.fifa.com/images/flags/4/bra.png,Brazil,BRA,43960,img.fifa.com/images/flags/4/ned.png,Netherlands,NED,0,3,,,,,brazil2014,2014-07-12 00:00:00,17:00
300186501,2014-07-13T16:00Z,Match 64,Final,Estadio do Maracana,Rio De Janeiro,,Full-time,1-0,Germany win after extra time,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,1,0,1,0,,,brazil2014,2014-07-13 00:00:00,16:00
300061454,2010-06-11T16:00Z,Match 1,Group A,Soccer City Stadium,Johannesburg,,Full-time,1-1,,43883,img.fifa.com/images/flags/4/rsa.png,South Africa,RSA,43911,img.fifa.com/images/flags/4/mex.png,Mexico,MEX,1,1,,,,,southafrica2010,2010-06-11 00:00:00,16:00
300061453,2010-06-11T20:30Z,Match 2,Group A,Cape Town Stadium,Cape Town,,Full-time,0-0,,43930,img.fifa.com/images/flags/4/uru.png,Uruguay,URU,43946,img.fifa.com/images/flags/4/fra.png,France,FRA,0,0,,,,,southafrica2010,2010-06-11 00:00:00,20:30
300061459,2010-06-12T13:30Z,Match 4,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth,,Full-time,2-0,,43822,img.fifa.com/images/flags/4/kor.png,Korea Republic,KOR,43949,img.fifa.com/images/flags/4/gre.png,Greece,GRE,2,0,,,,,southafrica2010,2010-06-12 00:00:00,13:30
300061460,2010-06-12T16:00Z,Match 3,Group B,Ellis Park Stadium,Johannesburg,,Full-time,1-0,,43922,img.fifa.com/images/flags/4/arg.png,Argentina,ARG,43876,img.fifa.com/images/flags/4/nga.png,Nigeria,NGA,1,0,,,,,southafrica2010,2010-06-12 00:00:00,16:00
300061466,2010-06-12T20:30Z,Match 5,Group C,Royal Bafokeng Sports Palace,Phokeng,,Full-time,1-1,,43942,img.fifa.com/images/flags/4/eng.png,England,ENG,43921,img.fifa.com/images/flags/4/usa.png,USA,USA,1,1,,,,,southafrica2010,2010-06-12 00:00:00,20:30
300061465,2010-06-13T13:30Z,Match 6,Group C,Peter Mokaba Stadium,Polokwane,,Full-time,0-1,,43843,img.fifa.com/images/flags/4/alg.png,Algeria,ALG,43968,img.fifa.com/images/flags/4/svn.png,Slovenia,SVN,0,1,,,,,southafrica2010,2010-06-13 00:00:00,13:30
300061471,2010-06-13T16:00Z,Match 8,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria,,Full-time,0-1,,1902465,img.fifa.com/images/flags/4/srb.png,Serbia,SRB,43860,img.fifa.com/images/flags/4/gha.png,Ghana,GHA,0,1,,,,,southafrica2010,2010-06-13 00:00:00,16:00
300111116,2010-06-13T20:30Z,Match 7,Group D,Durban Stadium,Durban,,Full-time,4-0,,43948,img.fifa.com/images/flags/4/ger.png,Germany,GER,43976,img.fifa.com/images/flags/4/aus.png,Australia,AUS,4,0,,,,,southafrica2010,2010-06-13 00:00:00,20:30
