competitionId,date,status,homeTeamId,awayTeamId,goalsHomeTeam,goalsAwayTeam
375,1974-06-22T23:00:00Z,FINISHED,762,836,4,1
375,1974-06-22T23:00:00Z,FINISHED,794,784,2,1
375,1974-06-22T23:00:00Z,FINISHED,792,758,3,0
375,1974-06-22T23:00:00Z,FINISHED,817,756,1,4
375,1974-06-25T23:00:00Z,FINISHED,756,762,4,0
375,1974-06-25T23:00:00Z,FINISHED,792,794,0,1
375,1974-06-25T23:00:00Z,FINISHED,812,821,0,2
375,1974-06-25T23:00:00Z,FINISHED,764,834,1,0
375,1974-06-29T23:00:00Z,FINISHED,834,756,0,2
375,1974-06-29T23:00:00Z,FINISHED,821,792,4,2
375,1974-06-29T23:00:00Z,FINISHED,794,812,2,1
375,1974-06-29T23:00:00Z,FINISHED,762,764,1,2
375,1974-07-02T23:00:00Z,FINISHED,762,834,1,1
375,1974-07-02T23:00:00Z,FINISHED,756,764,2,0
375,1974-07-02T23:00:00Z,FINISHED,794,821,0,1
375,1974-07-02T23:00:00Z,FINISHED,792,812,2,1
375,1974-07-05T23:00:00Z,FINISHED,764,794,0,1
375,1974-07-06T23:00:00Z,FINISHED,756,821,1,2
381,1978-05-31T23:00:00Z,FINISHED,821,794,0,0
381,1978-06-01T23:00:00Z,FINISHED,784,773,2,1
381,1978-06-01T23:00:00Z,FINISHED,802,769,3,1
381,1978-06-01T23:00:00Z,FINISHED,762,827,2,1
381,1978-06-02T23:00:00Z,FINISHED,756,595,3,0
381,1978-06-02T23:00:00Z,FINISHED,792,764,1,1
381,1978-06-02T23:00:00Z,FINISHED,816,760,2,1
381,1978-06-02T23:00:00Z,FINISHED,452,814,3,1
381,1978-06-05T23:00:00Z,FINISHED,821,769,6,0
381,1978-06-05T23:00:00Z,FINISHED,762,773,2,1
381,1978-06-05T23:00:00Z,FINISHED,794,802,1,0
381,1978-06-05T23:00:00Z,FINISHED,784,827,3,1
381,1978-06-06T23:00:00Z,FINISHED,816,792,1,0
381,1978-06-06T23:00:00Z,FINISHED,756,452,0,0
381,1978-06-06T23:00:00Z,FINISHED,764,760,0,0
381,1978-06-06T23:00:00Z,FINISHED,814,595,1,1
381,1978-06-09T23:00:00Z,FINISHED,821,802,0,0
381,1978-06-09T23:00:00Z,FINISHED,794,769,3,1
381,1978-06-09T23:00:00Z,FINISHED,784,762,1,0
381,1978-06-09T23:00:00Z,FINISHED,773,827,3,1
381,1978-06-10T23:00:00Z,FINISHED,452,595,4,1
381,1978-06-10T23:00:00Z,FINISHED,814,756,3,2
381,1978-06-10T23:00:00Z,FINISHED,760,792,1,0
381,1978-06-10T23:00:00Z,FINISHED,764,816,1,0
381,1978-06-13T23:00:00Z,FINISHED,821,784,0,0
381,1978-06-13T23:00:00Z,FINISHED,762,794,2,0
381,1978-06-13T23:00:00Z,FINISHED,764,452,3,0
381,1978-06-13T23:00:00Z,FINISHED,756,816,5,1
381,1978-06-17T23:00:00Z,FINISHED,821,756,2,2
381,1978-06-17T23:00:00Z,FINISHED,794,452,1,0
381,1978-06-17T23:00:00Z,FINISHED,762,764,0,0
381,1978-06-17T23:00:00Z,FINISHED,784,816,1,0
381,1978-06-20T23:00:00Z,FINISHED,816,821,3,2
381,1978-06-20T23:00:00Z,FINISHED,756,784,2,1
381,1978-06-20T23:00:00Z,FINISHED,762,452,6,0
381,1978-06-20T23:00:00Z,FINISHED,764,794,3,1
381,1978-06-23T23:00:00Z,FINISHED,764,784,2,1
381,1978-06-24T23:00:00Z,FINISHED,762,756,1,1
373,1982-06-12T22:00:00Z,FINISHED,762,805,0,1
373,1982-06-13T22:00:00Z,FINISHED,784,794,0,0
373,1982-06-13T22:00:00Z,FINISHED,764,823,2,1
373,1982-06-14T22:00:00Z,FINISHED,814,783,5,2
373,1982-06-14T22:00:00Z,FINISHED,827,830,0,1
373,1982-06-14T22:00:00Z,FINISHED,452,781,0,0
373,1982-06-15T22:00:00Z,FINISHED,760,789,1,1
373,1982-06-15T22:00:00Z,FINISHED,770,773,3,1
373,1982-06-15T22:00:00Z,FINISHED,821,778,1,2
373,1982-06-16T22:00:00Z,FINISHED,812,829,0,0
